10,7,3,10,10,10
3.2481,7.7188,0.11744,10.004,9.9956,7.348
5.7081,7.7468,0.002474,10.018,9.9909,4.6932
8.3765,7.7469,1.7389e-05,10.032,9.9861,2.2031
10.421,7.7463,8.1803e-08,10.046,9.9814,0.34437
10.915,7.7457,2.8169e-10,10.06,9.9766,0.036934
11.103,7.7451,-1.7619e-12,10.074,9.9719,0.034515
11.289,7.7445,1.2161e-05,10.088,9.9671,0.034509
11.308,7.7564,0.018291,10.101,9.9624,0.034473
11.119,7.7839,0.019017,10.115,9.9576,0.034346
10.928,7.8116,0.019071,10.129,9.9527,0.034216
10.737,7.8393,0.019107,10.143,9.9478,0.034087
10.546,7.867,0.019164,10.156,9.9429,0.033959
10.354,7.8946,0.019223,10.17,9.9379,0.033831
10.163,7.9223,0.019283,10.184,9.9328,0.033705
10.065,7.943,0.0024362,10.198,9.9277,0.033597
10.243,7.943,6.6571e-06,10.213,9.9226,0.033588
10.428,7.9423,-5.2859e-08,10.227,9.9174,0.033591
10.614,7.9417,4.2501e-07,10.241,9.9123,0.033594
10.8,7.9411,1.4209e-07,10.256,9.9072,0.033597
10.985,7.9404,-5.1342e-07,10.27,9.9021,0.0336
11.171,7.9398,-1.3016e-07,10.284,9.897,0.033603
11.357,7.9392,-1.7102e-07,10.299,9.8919,0.033605
11.542,7.9385,2.5228e-07,10.313,9.8867,0.033608
11.728,7.9379,5.5505e-07,10.327,9.8816,0.033611
11.914,7.9373,1.7309e-07,10.342,9.8765,0.033614
12.099,7.9366,-8.9557e-08,10.356,9.8714,0.033617
12.285,7.936,-1.1414e-07,10.37,9.8663,0.03362
12.471,7.9354,-4.9916e-08,10.385,9.8612,0.033622
12.656,7.9348,-8.7984e-07,10.399,9.8561,0.033625
12.842,7.9341,-3.4135e-08,10.413,9.851,0.033628
13.027,7.9335,1.1578e-05,10.428,9.8459,0.033631
13.042,7.9457,0.017254,10.442,9.8408,0.033595
12.85,7.9734,0.017791,10.456,9.8356,0.033474
12.656,8.0012,0.017809,10.47,9.8304,0.03335
12.462,8.0291,0.017836,10.484,9.8252,0.033227
12.268,8.0569,0.017868,10.498,9.8199,0.033104
12.074,8.0847,0.017898,10.512,9.8145,0.032982
11.88,8.1125,0.017936,10.527,9.8091,0.032862
11.784,8.133,0.0019348,10.541,9.8036,0.032759
11.962,8.1328,3.2469e-06,10.556,9.7982,0.032753
12.148,8.1321,-1.1266e-07,10.57,9.7927,0.032756
12.333,8.1315,8.4014e-07,10.585,9.7872,0.032759
12.518,8.1308,-3.8004e-08,10.6,9.7817,0.032761
12.704,8.1301,6.762e-07,10.614,9.7763,0.032764
12.889,8.1295,4.5545e-08,10.629,9.7708,0.032767
13.074,8.1288,4.9975e-07,10.644,9.7653,0.03277
13.259,8.1282,9.4401e-08,10.658,9.7599,0.032773
13.444,8.1275,4.2983e-07,10.673,9.7544,0.032776
13.63,8.1268,1.1078e-07,10.688,9.7489,0.032779
13.815,8.1262,4.6682e-07,10.702,9.7435,0.032781
14,8.1255,3.7964e-07,10.717,9.738,0.032784
14.185,8.1249,3.1849e-08,10.732,9.7326,0.032787
14.37,8.1242,7.6654e-07,10.746,9.7271,0.03279
14.556,8.1235,2.1854e-07,10.761,9.7217,0.032793
14.741,8.1229,1.1913e-05,10.776,9.7162,0.032796
14.751,8.1354,0.016417,10.79,9.7108,0.032761
14.556,8.1632,0.016831,10.805,9.7053,0.032644
14.359,8.1912,0.016837,10.819,9.6997,0.032525
14.163,8.2191,0.01685,10.833,9.6941,0.032407
13.966,8.2471,0.016859,10.848,9.6884,0.03229
13.769,8.275,0.016874,10.862,9.6827,0.032174
13.573,8.303,0.016887,10.877,9.677,0.032059
13.477,8.3233,0.0015908,10.892,9.6712,0.031962
13.656,8.323,1.7025e-06,10.907,9.6653,0.031956
13.841,8.3224,-1.2389e-07,10.922,9.6595,0.031959
14.026,8.3217,1.4142e-07,10.937,9.6537,0.031962
14.211,8.321,1.0743e-07,10.952,9.6478,0.031965
14.396,8.3203,-1.4524e-08,10.967,9.642,0.031968
14.58,8.3196,-3.109e-07,10.982,9.6362,0.031971
14.765,8.3189,-4.3088e-07,10.997,9.6304,0.031973
14.95,8.3182,-1.2416e-07,11.012,9.6246,0.031976
15.135,8.3175,-4.6407e-08,11.027,9.6188,0.031979
15.32,8.3168,2.2137e-07,11.042,9.6129,0.031982
15.504,8.3161,2.1987e-07,11.057,9.6071,0.031985
15.689,8.3154,4.0382e-07,11.072,9.6013,0.031988
15.874,8.3147,-9.033e-08,11.087,9.5955,0.03199
16.059,8.3141,-4.6124e-07,11.102,9.5897,0.031993
16.244,8.3134,-2.9204e-07,11.117,9.5839,0.031996
16.428,8.3127,1.1088e-05,11.132,9.5781,0.031999
16.434,8.3254,0.015723,11.147,9.5723,0.031964
16.236,8.3534,0.016049,11.161,9.5665,0.031853
16.037,8.3815,0.016059,11.176,9.5606,0.031739
15.837,8.4096,0.016047,11.191,9.5546,0.031626
15.638,8.4378,0.016037,11.206,9.5486,0.031514
15.438,8.4659,0.016053,11.22,9.5425,0.031402
15.239,8.494,0.016048,11.235,9.5364,0.031292
15.143,8.5142,0.0013426,11.25,9.5302,0.0312
15.323,8.5138,9.4793e-07,11.266,9.5241,0.031196
15.507,8.5131,-1.8015e-07,11.281,9.5179,0.031198
15.692,8.5124,2.377e-09,11.296,9.5117,0.031201
15.876,8.5117,-6.4844e-07,11.312,9.5055,0.031204
16.061,8.511,-2.3612e-07,11.327,9.4994,0.031207
16.245,8.5102,1.79e-07,11.342,9.4932,0.03121
16.429,8.5095,8.4813e-07,11.358,9.487,0.031212
16.614,8.5088,-5.9005e-08,11.373,9.4809,0.031215
16.798,8.5081,-7.4868e-07,11.388,9.4747,0.031218
16.983,8.5073,-5.6397e-08,11.404,9.4685,0.031221
17.167,8.5066,6.332e-08,11.419,9.4624,0.031224
17.351,8.5059,8.9618e-07,11.434,9.4562,0.031227
17.536,8.5052,-6.1084e-08,11.45,9.4501,0.031229
17.72,8.5044,-2.6603e-07,11.465,9.4439,0.031232
17.904,8.5037,4.1709e-07,11.48,9.4378,0.031235
18.089,8.503,1.1243e-05,11.496,9.4316,0.031238
18.091,8.516,0.01514,11.511,9.4254,0.031204
17.889,8.5442,0.015399,11.526,9.4192,0.031096
17.687,8.5724,0.015388,11.541,9.413,0.030987
17.484,8.6007,0.015379,11.556,9.4067,0.030879
17.282,8.629,0.015381,11.571,9.4003,0.030772
17.079,8.6572,0.015376,11.586,9.3939,0.030665
16.877,8.6855,0.015362,11.601,9.3874,0.030559
16.781,8.7058,0.0011581,11.617,9.3809,0.030471
16.961,8.7053,6.0293e-07,11.633,9.3744,0.030468
17.145,8.7045,1.086e-07,11.648,9.3679,0.030471
17.329,8.7038,4.2802e-07,11.664,9.3613,0.030473
17.513,8.703,-9.3783e-08,11.68,9.3548,0.030476
17.697,8.7023,-1.4911e-07,11.695,9.3483,0.030479
17.881,8.7015,4.5383e-07,11.711,9.3418,0.030482
18.065,8.7007,-2.0047e-07,11.727,9.3353,0.030485
18.249,8.7,-4.047e-07,11.742,9.3287,0.030487
18.433,8.6992,2.7951e-07,11.758,9.3222,0.03049
18.617,8.6985,-3.3734e-07,11.774,9.3157,0.030493
18.801,8.6977,-1.0228e-07,11.789,9.3092,0.030496
18.985,8.697,2.2303e-07,11.805,9.3027,0.030499
19.169,8.6962,-1.7367e-07,11.821,9.2962,0.030501
19.353,8.6954,1.3168e-07,11.836,9.2897,0.030504
19.537,8.6947,5.3394e-07,11.852,9.2832,0.030507
19.721,8.6939,1.1219e-05,11.868,9.2767,0.03051
19.718,8.7072,0.014639,11.883,9.2702,0.030477
19.514,8.7355,0.014846,11.898,9.2636,0.030373
19.308,8.764,0.01483,11.914,9.257,0.030268
