0.0015524,0.0001132,0.0018568,0.0015608,0.0015671,0.00011071,0.0015896,0.0021464,0.0020154,0.00011205,0.0015519,0.0015902,0.0018782,0.0016231,0.0015989,0.00011039,0.0021196,0.0015621,0.00010916,0.0016174
0.021103,0.0017154,0.024741,0.019865,0.019077,0.0017307,0.02665,0.021292,0.023506,0.0016815,0.02631,0.02321,0.022458,0.016946,0.02297,0.0016932,0.024294,0.023642,0.0017314,0.026581
0.021597,0.024747,0.022299,0.020654,0.020806,0.025331,0.024658,0.020888,0.022197,0.017372,0.024787,0.023181,0.022934,0.016946,0.024417,0.017061,0.022679,0.023982,0.019225,0.023867
0.028241,0.02533,0.033874,0.027268,0.028784,0.025481,0.030298,0.032434,0.032358,0.017668,0.030554,0.028324,0.033427,0.024551,0.030335,0.017061,0.031328,0.030026,0.020327,0.029261
0.028541,0.029469,0.028064,0.030442,0.016907,0.029045,0.030969,0.027218,0.024129,0.0036895,0.030011,0.032717,0.02817,0.0039705,0.0036517,0.030362,0.026507,0.032549,0.030468,0.033822
0.0014629,0.0042633,0.033407,0.0014427,0.016907,0.036033,0.023598,0.03219,0.026514,0.034154,0.0014592,0.022985,0.03204,0.032097,0.022971,0.030164,0.033878,0.0014519,0.03458,0.024093
0.0014511,0.017047,0.0022687,0.0014445,0.001438,0.03579,0.023399,0.0019453,0.019955,0.020359,0.0014469,0.023323,0.0019954,0.023084,0.02353,0.0039129,0.018316,0.0014341,0.022089,0.023628
0.032984,0.018427,0.0022818,0.01693,0.0014663,0.026717,0.0036979,0.0020866,0.02934,0.019799,0.016902,0.0039436,0.0021462,0.020437,0.035663,0.026277,0.018433,0.016923,0.02415,0.0044311
0.030654,0.025717,0.017191,0.01693,0.032266,0.016892,0.030766,0.017149,0.024218,0.027353,0.016902,0.029399,0.017161,0.019332,0.031128,0.024481,0.018433,0.016923,0.0014826,0.017006
0.027565,0.029062,0.017191,0.029899,0.030475,0.016892,0.027765,0.017149,0.031127,0.019088,0.033061,0.028119,0.017161,0.0044152,0.025714,0.03335,0.027734,0.031855,0.0014211,0.017006
0.032114,0.0028649,0.026614,0.023029,0.02614,0.0014748,0.017139,0.027115,0.034648,0.017645,0.025616,0.01717,0.026841,0.032404,0.03236,0.0036675,0.026403,0.026415,0.030894,0.030559
0.0020923,0.029102,0.03374,0.023133,0.031126,0.0014571,0.017139,0.031787,0.023796,0.0044464,0.029484,0.01717,0.031899,0.02743,0.0022112,0.024612,0.0036381,0.022295,0.024816,0.02401
0.002076,0.018383,0.036107,0.0020124,0.0020011,0.026454,0.0022583,0.034462,0.025592,0.033383,0.0019768,0.0025353,0.032897,0.018363,0.0020856,0.034454,0.028429,0.0020192,0.018513,0.027422
0.017145,0.018383,0.021942,0.0019216,0.0020006,0.022905,0.0019914,0.022579,0.0036621,0.02594,0.0019862,0.0023686,0.023984,0.016995,0.017132,0.020126,0.024895,0.0020244,0.018513,0.019461
0.017145,0.035397,0.023513,0.027091,0.029489,0.036938,0.031951,0.024478,0.028438,0.01852,0.025736,0.026982,0.02404,0.0039409,0.017132,0.034459,0.0037018,0.032639,0.034553,0.026985
0.026991,0.028636,0.0038519,0.024352,0.02662,0.03437,0.028486,0.0034508,0.027973,0.01852,0.026357,0.02694,0.00377,0.027306,0.028469,0.027453,0.031284,0.02607,0.029143,0.025631
0.031257,0.021641,0.029984,0.02832,0.031774,0.024215,0.032508,0.031528,0.017086,0.033437,0.032381,0.034832,0.03316,0.023762,0.031456,0.032706,0.030276,0.028348,0.023706,0.029171
0.020901,0.022717,0.027493,0.018752,0.020977,0.025374,0.021153,0.026641,0.017086,0.026912,0.020406,0.021251,0.026019,0.024932,0.021981,0.024009,0.034048,0.019449,0.02335,0.021772
0.019428,0.001706,0.031547,0.017113,0.020721,0.0017133,0.021395,0.027896,0.001747,0.027756,0.022031,0.021431,0.031753,0.001691,0.022736,0.024933,0.0016773,0.01764,0.0016529,0.02143
0.0021684,0.00011233,0.0015016,0.0020785,0.0022248,0.00011543,0.0020711,0.0015752,9.8053e-05,0.0016445,0.0021058,0.0019547,0.0016036,0.00011479,0.0020779,0.0020748,0.00011108,0.0022152,0.0001152,0.0019682
