0.0019739,0.001319,0.00026575,0.0019613,0.0011946,0.0019314,0.0054842,0.0015723,0.00050083,0.0025368,0.0017369,0.0042688,0.00041991,0.0077008,0.0034639,0.00064034,0.0002449,0.0032517,0.00025645,0.0057693
0.0043631,0.0046128,0.0003706,0.0039831,0.0022386,0.0064773,0.019772,0.001294,0.00074339,0.007413,0.0051671,0.013752,0.00050138,0.016709,0.0086668,0.0016697,0.00036007,0.0087255,0.00058173,0.02042
0.0086933,0.015147,0.00035626,0.0078566,0.0043963,0.020011,0.049489,0.0010903,0.0014613,0.012272,0.010267,0.037443,0.00051643,0.016709,0.01855,0.0026348,0.00073961,0.018154,0.00073533,0.048873
0.023689,0.043532,0.00054094,0.021478,0.012694,0.053064,0.077355,0.0013309,0.0063713,0.018,0.027162,0.064875,0.00070647,0.072354,0.049724,0.0026348,0.003655,0.04564,0.0010972,0.071332
0.056851,0.073694,0.00044212,0.053634,0.018067,0.076631,0.072185,0.00083432,0.018715,0.072268,0.064405,0.071857,0.00055231,0.092698,0.0728,0.010396,0.014809,0.082258,0.002829,0.052694
0.059207,0.077884,0.00069709,0.058794,0.018067,0.075771,0.046003,0.00093995,0.0072448,0.10156,0.057542,0.056589,0.00078831,0.081296,0.069493,0.025292,0.004546,0.065817,0.0060743,0.047816
0.060241,0.018608,0.0010007,0.058822,0.051295,0.03031,0.044838,0.00095906,0.0066864,0.056819,0.056088,0.059632,0.0010201,0.022446,0.065626,0.055334,0.0023374,0.062978,0.0078338,0.050981
0.074156,0.015819,0.0024566,0.031654,0.059206,0.013565,0.052621,0.0018584,0.018388,0.044843,0.033294,0.062544,0.0023829,0.008508,0.084763,0.063009,0.0030658,0.036647,0.01719,0.059669
0.028313,0.014478,0.0055493,0.031654,0.073463,0.0075992,0.026102,0.0030534,0.044602,0.02103,0.033294,0.027683,0.0048458,0.0042527,0.061766,0.061834,0.0030658,0.036647,0.024994,0.014621
0.011471,0.015055,0.0055493,0.022928,0.028534,0.0075992,0.0098744,0.0030534,0.068578,0.0055388,0.026354,0.010892,0.0048458,0.0053862,0.033657,0.092905,0.010481,0.02773,0.024494,0.014621
0.0061506,0.011875,0.031077,0.0083084,0.011162,0.009291,0.0027466,0.016559,0.072667,0.0031592,0.0095051,0.0029424,0.028053,0.0095386,0.012405,0.088821,0.023455,0.010473,0.02458,0.012643
0.0021894,0.016649,0.048001,0.0042588,0.0061374,0.0085022,0.0027466,0.04103,0.054858,0.0041716,0.005289,0.0029424,0.051437,0.018545,0.003158,0.066646,0.051416,0.0045969,0.015312,0.0052992
0.0011575,0.0069898,0.048649,0.0022693,0.0022548,0.0088027,0.0019102,0.048215,0.06043,0.0072732,0.0021345,0.0019238,0.052107,0.02828,0.0012473,0.035226,0.065776,0.0024256,0.013838,0.0031955
0.0005197,0.0069898,0.019663,0.0013501,0.0012221,0.0052563,0.00097442,0.020517,0.054778,0.015722,0.0012578,0.0010901,0.026209,0.02903,0.00045075,0.013991,0.059261,0.0013577,0.013838,0.0016549
0.0005197,0.01105,0.02297,0.0013414,0.0010115,0.0079758,0.0009551,0.022846,0.025732,0.031251,0.00099186,0.00085589,0.02698,0.071659,0.00045075,0.019467,0.052119,0.001295,0.051066,0.0011076
0.00078049,0.021239,0.042455,0.0016127,0.00092857,0.021977,0.00088169,0.035521,0.010542,0.031251,0.0010332,0.00088535,0.041494,0.055221,0.00057334,0.039731,0.025935,0.0011368,0.049659,0.00079184
0.0010999,0.013696,0.024337,0.0033998,0.0015368,0.02065,0.0013766,0.020133,0.0028633,0.073167,0.0018598,0.0016392,0.023675,0.01998,0.00067233,0.032875,0.010388,0.0017303,0.030892,0.00082515
0.00082489,0.0031465,0.011504,0.0041055,0.0014034,0.0060263,0.0011763,0.0076825,0.0028633,0.051729,0.0018404,0.0014233,0.0087769,0.0095166,0.00049311,0.0071088,0.0053428,0.0014863,0.0098197,0.00057682
0.00081312,0.00077234,0.0069779,0.0053795,0.0017509,0.0014261,0.0014142,0.0039805,0.0018606,0.018949,0.0027867,0.0018144,0.0053167,0.0037317,0.00050467,0.0020185,0.001712,0.0015394,0.0027152,0.00052207
0.0010295,0.0002412,0.0020071,0.020363,0.0024494,0.00036656,0.0016624,0.0013206,0.00062823,0.0049487,0.0037445,0.0020594,0.0015905,0.0013712,0.00047609,0.00053945,0.00067119,0.0024675,0.00073701,0.00047078
