10,7,3,10,10,10
0.0031992,7.491,3.2645,6.7675,10.003,9.9958
0.0031778,7.4946,3.2665,6.5393,10.016,9.9915
0.0031572,7.4982,3.2685,6.3153,10.029,9.9872
0.0031402,7.5016,3.2704,6.0958,10.043,9.983
0.0031214,7.505,3.2723,5.8806,10.056,9.9787
0.0031019,7.5083,3.2742,5.6698,10.069,9.9744
0.0030838,7.5115,3.276,5.4636,10.082,9.9701
0.0030745,7.5146,3.2777,5.3707,10.095,9.9658
0.0030721,7.5177,3.2795,5.3504,10.108,9.9614
0.0030671,7.5207,3.2812,5.3303,10.122,9.9571
0.0030685,7.5238,3.283,5.3107,10.135,9.9528
0.0030655,7.5269,3.2847,5.2913,10.148,9.9485
0.0030655,7.5299,3.2864,5.2724,10.161,9.9441
0.0030641,7.533,3.2881,5.2537,10.174,9.9398
0.0030558,7.536,3.2899,5.164,10.188,9.9354
0.0030374,7.539,3.2915,4.9684,10.201,9.9311
0.0030171,7.5418,3.2932,4.7774,10.214,9.9267
0.0029991,7.5446,3.2947,4.591,10.227,9.9224
0.0029773,7.5473,3.2963,4.4093,10.241,9.918
0.0029561,7.5498,3.2977,4.2322,10.254,9.9136
0.0029398,7.5523,3.2991,4.0597,10.267,9.9093
0.0029205,7.5547,3.3005,3.892,10.28,9.9049
0.0028998,7.557,3.3018,3.7289,10.294,9.9005
0.002882,7.5592,3.3031,3.5704,10.307,9.8961
0.002861,7.5612,3.3043,3.4165,10.32,9.8917
0.0028416,7.5632,3.3054,3.2673,10.333,9.8873
0.0028232,7.5651,3.3066,3.1227,10.347,9.8829
0.0028038,7.567,3.3076,2.9826,10.36,9.8785
0.002786,7.5687,3.3086,2.847,10.373,9.8741
0.0027669,7.5703,3.3096,2.7159,10.387,9.8697
0.0027494,7.5719,3.3105,2.5893,10.4,9.8653
0.0027462,7.5733,3.3114,2.5757,10.413,9.8609
0.0027542,7.5748,3.3123,2.6331,10.427,9.8564
0.0027613,7.5764,3.3132,2.6884,10.44,9.852
0.0027706,7.578,3.3141,2.7418,10.453,9.8476
0.0027765,7.5796,3.3151,2.7934,10.466,9.8432
0.0027851,7.5812,3.3161,2.8431,10.48,9.8388
0.0027915,7.5829,3.317,2.8912,10.493,9.8343
0.0027906,7.5846,3.3181,2.8658,10.506,9.8299
0.0027708,7.5863,3.319,2.7337,10.52,9.8255
0.0027532,7.5878,3.3199,2.6061,10.533,9.821
0.0027366,7.5893,3.3208,2.4828,10.546,9.8166
0.0027193,7.5907,3.3216,2.364,10.56,9.8121
0.0026999,7.592,3.3224,2.2494,10.573,9.8077
0.0026809,7.5932,3.3232,2.1391,10.586,9.8032
0.0026657,7.5943,3.3238,2.0329,10.6,9.7988
0.0026495,7.5954,3.3245,1.9308,10.613,9.7943
0.0026333,7.5963,3.3251,1.8327,10.626,9.7899
0.0026156,7.5972,3.3257,1.7386,10.64,9.7854
0.0026026,7.598,3.3262,1.6483,10.653,9.781
0.002588,7.5988,3.3267,1.5618,10.667,9.7765
0.0025735,7.5994,3.3271,1.4789,10.68,9.772
0.0025587,7.6,3.3275,1.3996,10.693,9.7676
0.0025451,7.6005,3.3279,1.3238,10.707,9.7631
0.0025326,7.601,3.3282,1.2515,10.72,9.7587
0.002537,7.6014,3.3285,1.2914,10.733,9.7542
0.0025582,7.6019,3.3289,1.3997,10.747,9.7497
0.0025732,7.6025,3.3293,1.5032,10.76,9.7453
0.0025912,7.6032,3.3297,1.6023,10.774,9.7408
0.0026089,7.604,3.3302,1.6972,10.787,9.7364
0.0026245,7.6049,3.3308,1.7881,10.8,9.7319
0.0026383,7.6058,3.3314,1.8753,10.814,9.7274
0.0026418,7.6068,3.332,1.8866,10.827,9.723
0.002627,7.6077,3.3326,1.7902,10.84,9.7185
0.0026115,7.6085,3.3331,1.6976,10.854,9.714
0.0025953,7.6093,3.3336,1.6088,10.867,9.7095
0.0025818,7.61,3.3341,1.5237,10.88,9.7051
0.0025672,7.6107,3.3345,1.4424,10.894,9.7006
0.0025544,7.6112,3.3349,1.3645,10.907,9.6961
0.00254,7.6117,3.3352,1.2901,10.921,9.6916
0.0025282,7.6121,3.3355,1.2191,10.934,9.6872
0.0025138,7.6125,3.3358,1.1514,10.947,9.6827
0.0025032,7.6128,3.3361,1.0868,10.961,9.6782
0.00249,7.6131,3.3363,1.0253,10.974,9.6737
0.0024794,7.6133,3.3365,0.96672,10.988,9.6693
0.0024674,7.6134,3.3366,0.91103,11.001,9.6648
0.0024576,7.6135,3.3368,0.85812,11.014,9.6603
0.0024471,7.6135,3.3369,0.80787,11.028,9.6558
0.0024358,7.6135,3.3369,0.76032,11.041,9.6513
0.0024442,7.6135,3.337,0.82418,11.055,9.6469
0.0024721,7.6136,3.3372,0.9555,11.068,9.6424
0.0024948,7.6138,3.3373,1.0804,11.081,9.6379
0.002519,7.6141,3.3376,1.1993,11.095,9.6334
0.00254,7.6146,3.3379,1.3127,11.108,9.629
0.0025612,7.6151,3.3383,1.4209,11.121,9.6245
0.0025793,7.6157,3.3387,1.5244,11.135,9.62
0.002588,7.6164,3.3392,1.5506,11.148,9.6155
0.0025715,7.6171,3.3396,1.468,11.162,9.611
0.0025586,7.6177,3.34,1.3889,11.175,9.6066
0.002544,7.6182,3.3404,1.3133,11.188,9.6021
0.0025307,7.6186,3.3407,1.2412,11.202,9.5976
0.0025174,7.619,3.341,1.1723,11.215,9.5931
